LIBID,LIBNAME,C_LEGBAS,C_ADMIN,C_FSCS,GEOCODE,POPU_LSA,POPU_UND,CENTLIB,BRANLIB,LIBRARIA,OTHPAID,TOTSTAFF,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,STAFFEXP,PRMATEXP,ELMATEXP,OTHMATEX,TOTEXPCO,OTHOPEXP,TOTOPEXP,CAPITAL,BKVOL,EBOOK,AUDIO_PH,AUDIO_DL,VIDEO_PH,VIDEO_DL,HRS_OPEN,VISITS,REGBOR,TOTCIR,KIDCIRCL,ELMATCIR,PHYSCIR,LOANTO,LOANFM,TOTPRO,KIDPRO,YAPRO,TOTATTEN,KIDATTEN,YAATTEN,GPTERMS,PITUSR,WIFISESS,WEBVISIT
AS,MORAVIA PUBLIC LIBRARY,CI,SO,Y,CI2,862,854,1,0,0.7,0.19,0.89,22404,1604,0,668,24676,-9,-9,-9,555,451,0,1006,-9,28068,0,12957,49444,522,22519,849,50,1428,2447,391,4284,836,801,3483,145,7,9,3,0,132,114,0,7,174,719,2151
AT,GARRETT MEMORIAL LIBRARY,CI,SO,Y,CI2,1006,996,1,0,0.5,0.08,0.58,17436,1461,0,4494,23391,-9,-9,-9,1384,441,0,1825,-9,17958,3260,8566,49444,228,22519,774,50,1162,3250,524,4760,900,770,3990,68,42,25,22,0,886,780,0,4,364,840,671
AU,MOUNT AYR PUBLIC LIBRARY,CI,SO,Y,CI2,4056,4016,1,0,2.08,0.82,2.9,169424,2466,0,7576,179466,90848,26582,117430,16760,2068,3605,22433,40262,180125,7696,24888,43825,977,15998,2123,91,2199,25181,2765,33541,12178,3504,30037,1888,1408,211,127,18,3476,2467,199,10,5524,3561,-1
AW,OSCEOLA PUBLIC LIBRARY,CI,SO,Y,CI2,8328,8247,1,0,5,0,5,123983,4298,0,6037,134318,116133,56386,172519,17252,1262,2923,21437,23987,217943,73414,32225,49444,614,22519,397,50,2054,26785,6732,33954,12600,5322,28632,110,486,184,112,12,5251,2350,105,8,6043,4525,11816
AX,OSKALOOSA PUBLIC LIBRARY,CI,SO,Y,CI2,20771,20568,1,0,2,12.41,14.41,541702,8753,0,172094,722549,296304,108969,405273,45713,6180,9759,61652,171951,638876,59227,52680,49444,3436,22519,6203,50,2652,70247,8711,135355,58265,9472,125883,392,108,542,357,114,4747,3136,791,22,8506,13393,0
AY,RICHLAND PUBLIC LIBRARY,CI,SO,Y,CI2,1134,1123,1,0,0.5,0.05,0.55,29887,2165,0,2209,34261,-9,-9,-9,2400,60,1569,4029,-9,34261,9710,8418,0,305,0,1215,0,1033,6900,360,15632,5115,0,15632,122,143,86,41,29,756,416,227,3,1242,946,1918
AZ,SEYMOUR COMMUNITY LIBRARY,CI,SO,Y,CI2,1405,1391,1,0,0.5,0,0.5,13362,0,0,2195,15557,-9,-9,-9,2029,0,8,2037,-9,15397,0,10586,0,217,0,0,0,1112,3307,634,6228,2367,0,6228,49,7,16,8,8,152,137,15,1,509,0,0
BA,DES MOINES PUBLIC LIBRARY,CI,MO,Y,CI2,207434,205408,1,5,40,51.5,91.5,7939371,102566,0,767891,8809828,4604720,1550879,6155599,525732,371779,149892,1047403,1606826,8809828,2015485,362354,20820,50099,17169,30628,0,13408,803121,98722,1237716,407493,186714,1051002,842,261,2905,2272,209,47449,37247,1983,151,139913,414936,1481576
BB,ROY R. ESTLE MEMORIAL LIBRARY,CI,SO,Y,CI2,2687,2661,1,0,2.3,0,2.3,146380,2365,0,16307,165052,73268,30024,103292,12873,632,2116,15621,21838,140751,0,17536,49444,860,22519,1180,50,2548,29000,1910,26846,14017,1585,25261,273,338,111,85,2,4238,3397,461,4,3066,2707,78291
BC,DEXTER PUBLIC LIBRARY,CI,SO,Y,CI2,1247,1235,1,0,0.65,0.35,1,42616,1803,0,526,44945,-9,-9,-9,6254,62,668,6984,-9,44945,0,7256,0,262,0,1013,0,1534,9428,447,10512,2738,0,10512,31,103,60,37,12,2967,2749,72,5,2496,265,0
BD,GRANGER PUBLIC LIBRARY,CI,SO,Y,CI2,1845,1827,1,0,0.9,0.85,1.75,119366,2521,0,0,121887,-9,-9,-9,6514,561,2040,9115,-9,103668,0,10798,49444,79,22519,1139,50,1664,7368,1568,12015,5209,2179,9836,404,130,202,117,7,4519,3547,79,2,182,415,5374
BE,LINDEN PUBLIC LIBRARY,CI,SO,Y,CI2,285,282,1,0,0,0.5,0.5,13654,0,0,1780,15434,-9,-9,-9,1715,364,0,2079,-9,12641,95,6853,49444,0,22519,169,50,921,3392,67,1587,405,5,1582,0,0,41,38,3,353,321,32,0,0,0,6
BF,MINBURN PUBLIC LIBRARY,CI,SO,Y,CI2,413,409,1,0,0.7,0.23,0.93,31832,1050,0,887,33769,-9,-9,-9,4469,394,1200,6063,-9,34287,0,4843,49444,246,22519,1223,50,1332,3375,693,3452,1206,788,2664,134,176,107,63,0,2138,1069,0,4,306,0,708
BG,PERRY PUBLIC LIBRARY,CI,SO,Y,CI2,8837,8751,1,0,4,2.65,6.65,448441,5924,0,74601,528966,219016,91119,310135,35778,4218,11111,51107,167724,528966,5788,34233,49444,1468,22519,3934,50,2987,73003,4880,64760,19223,5178,59582,239,313,778,649,32,21947,13233,503,22,25227,9467,11633
BI,VAN METER PUBLIC LIBRARY,CI,SO,Y,CI2,1224,1212,1,0,1,0.5,1.5,76393,1181,0,634,78208,-9,-9,-9,9077,519,1919,11515,-9,71839,0,9022,49444,197,22519,2008,50,2216,5808,1490,7927,4247,1553,6374,13,97,145,90,50,762,513,168,4,607,573,0
BJ,WAUKEE PUBLIC LIBRARY,CI,SO,Y,CI2,18921,18736,1,0,12.03,0.88,12.91,921851,23995,0,24270,970116,513760,203565,717325,43154,17743,9531,70428,190202,977955,288747,32308,49444,1555,22519,4393,50,3100,120625,13979,227061,137643,22720,204341,255,1139,959,781,77,27025,23832,1259,7,7800,12200,76226
BK,WOODWARD PUBLIC LIBRARY,CI,SO,Y,CI2,1670,1654,1,0,1,0.49,1.49,69973,1757,0,8500,80230,-9,-9,-9,5500,603,1200,7303,-9,81786,0,20197,49444,682,22519,536,50,2213,8898,1837,6497,891,1513,4984,164,138,132,48,34,2656,1497,223,4,551,950,1763
BL,EARLHAM PUBLIC LIBRARY,CI,SO,Y,CI2,1733,1716,1,0,1,0.78,1.78,89615,2541,0,2493,94649,-9,-9,-9,13041,600,1082,14723,-9,94649,17107,13090,49444,310,22519,815,50,2444,13199,1024,10488,3668,1509,8979,201,248,168,140,8,2188,1958,64,14,2775,2003,1225
BM,TRURO PUBLIC LIBRARY,CI,SO,Y,CI2,547,542,1,0,0.5,0.15,0.65,18857,1023,0,1560,21440,-9,-9,-9,1666,817,48,2531,-9,20652,0,11572,49444,111,22519,501,50,1040,1275,345,2333,412,101,2232,141,1,94,75,0,317,256,0,5,127,0,754
BN,WINTERSET PUBLIC LIBRARY,CI,SO,Y,CI2,12477,12355,1,0,5,1.95,6.95,512926,5669,0,58014,576609,261395,111883,373278,36432,11126,22491,70049,135362,578689,11500,40742,49444,2927,22519,5333,50,2808,103262,6274,87623,28534,9582,78041,812,887,446,201,13,8603,4833,170,12,12255,193297,21764
BO,AMES PUBLIC LIBRARY,CI,MO,Y,CI2,63956,63331,1,0,11.25,41.5,52.75,4156691,70697,0,345613,4573001,2450200,772432,3222632,264064,203710,105494,573268,816709,4612609,97215,206509,76921,18483,25059,31340,50,4161,485929,44194,1220180,593009,130688,1089492,5267,2116,2801,1984,177,62693,51234,3102,63,45185,41218,371257
BP,CAMBRIDGE MEMORIAL LIBRARY,CI,SO,Y,CI2,1526,1511,1,0,0.5,0.13,0.63,28444,929,0,632,30005,-9,-9,-9,4226,883,295,5404,-9,23336,0,5109,49444,61,22519,383,50,1040,2394,240,1472,416,304,1168,0,0,139,85,0,1402,975,0,2,135,976,663
BQ,COLLINS PUBLIC LIBRARY,CI,SO,Y,CI2,546,541,1,0,0.63,0.5,1.13,23618,1259,0,3418,28295,-9,-9,-9,1769,420,1163,3352,-9,28295,0,4906,49444,39,22519,1149,50,1040,1789,623,2021,434,261,1760,0,0,146,37,2,1703,1001,26,7,703,483,1859
BR,ADEL PUBLIC LIBRARY,CI,SO,Y,CI2,6955,6887,1,0,4.79,0,4.79,250662,5032,0,11322,267016,157282,28716,185998,22823,1026,4345,28194,66212,280404,0,49723,49444,1251,22519,1576,50,2340,51207,4300,72831,29764,8408,64423,798,570,671,232,161,11128,7930,1376,7,8960,20506,45057
BS,COLO PUBLIC LIBRARY,CI,SO,Y,CI2,1344,1331,1,0,0.88,1.18,2.06,69308,2175,0,24494,95977,56256,11522,67778,8218,1818,3035,13071,15128,95977,0,9216,49444,179,22519,2181,50,1806,6500,1033,17652,3701,1120,16532,398,287,100,60,4,1288,725,13,7,620,1837,2175
